AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,Breed,Color,Age_days,Year,Month,Day,Hour,Minute,Mix,First_Breed,Second_Breed,has_name
A670195,0,2014-01-03 14:49:00,3,16,0,775,43,730.0,2014,1,3,14,49,True,80,0,True
A697914,0,2015-03-03 17:08:00,5,13,0,775,43,4.0,2015,3,3,17,8,True,80,0,True
A704724,0,2015-06-08 16:27:00,5,13,0,775,43,7.0,2015,6,8,16,27,True,80,0,True
A678986,0,2014-05-15 12:19:00,5,15,0,775,335,1460.0,2014,5,15,12,19,True,80,0,True
A665685,0,2013-10-22 14:58:00,3,16,1,553,147,730.0,2013,10,22,14,58,True,61,0,True
A695637,0,2015-02-21 06:54:00,1,7,1,800,283,30.0,2015,2,21,6,54,False,84,24,True
A717911,1311,2015-12-26 12:58:00,5,13,1,532,167,60.0,2015,12,26,12,58,True,59,0,False
A704668,0,2015-06-07 19:44:00,5,13,0,775,125,21.0,2015,6,7,19,44,True,80,0,True
A710795,3306,2015-11-13 19:45:00,1,0,0,775,125,3285.0,2015,11,13,19,45,True,80,0,False
A674157,2014,2014-07-23 19:00:00,1,7,1,1346,30,270.0,2014,7,23,19,0,False,161,80,False
A673245,936,2014-03-03 16:02:00,3,1,1,1293,128,1095.0,2014,3,3,16,2,True,159,0,False
A685314,4659,2014-08-14 16:45:00,5,13,1,434,361,1460.0,2014,8,14,16,45,True,47,0,False
A663693,7953,2013-10-02 17:40:00,5,13,0,775,6,90.0,2013,10,2,17,40,True,80,0,False
A704191,5913,2015-07-12 17:28:00,1,0,0,775,76,1095.0,2015,7,12,17,28,True,80,0,False
A677549,0,2014-04-26 15:31:00,5,13,0,772,76,21.0,2014,4,26,15,31,True,79,0,True
A690672,0,2014-10-25 09:00:00,5,15,0,767,117,90.0,2014,10,25,9,0,True,78,0,True
A713254,1924,2016-02-02 13:19:00,1,7,0,775,117,150.0,2016,2,2,13,19,True,80,0,False
A663921,1603,2013-10-11 12:01:00,5,13,1,1059,6,365.0,2013,10,11,12,1,False,124,67,False
A682673,4866,2014-07-02 11:12:00,5,13,1,889,257,1095.0,2014,7,2,11,12,True,102,0,False
A676558,0,2014-04-11 18:00:00,5,13,0,775,6,21.0,2014,4,11,18,0,True,80,0,True
A706542,0,2015-07-01 09:00:00,5,15,0,775,251,1095.0,2015,7,1,9,0,True,80,0,True
A708968,6313,2015-08-05 18:51:00,4,0,1,365,43,365.0,2015,8,5,18,51,True,41,0,False
A684348,0,2014-07-22 15:54:00,5,13,0,775,335,30.0,2014,7,22,15,54,True,80,0,True
A690452,468,2014-10-27 14:01:00,5,13,1,307,361,180.0,2014,10,27,14,1,True,39,0,False
A698771,4090,2015-03-24 16:32:00,1,0,1,44,361,90.0,2015,3,24,16,32,False,7,113,False
A690732,6458,2015-01-28 17:39:00,1,0,1,762,370,2555.0,2015,1,28,17,39,False,76,80,False
A697217,1636,2015-02-20 12:06:00,4,0,1,553,146,1095.0,2015,2,20,12,6,True,61,0,False
A685629,7116,2014-08-10 15:50:00,4,0,1,365,110,365.0,2014,8,10,15,50,True,41,0,False
A700106,4977,2015-04-20 14:08:00,5,13,0,775,70,365.0,2015,4,20,14,8,True,80,0,False
A691223,0,2014-11-01 09:00:00,5,15,0,775,6,90.0,2014,11,1,9,0,True,80,0,True
A669943,0,2014-01-04 18:47:00,1,0,1,840,40,240.0,2014,1,4,18,47,False,98,0,True
A697609,1588,2015-03-01 17:09:00,4,0,1,1519,230,1460.0,2015,3,1,17,9,False,185,0,False
A710737,1972,2015-08-28 15:57:00,4,0,1,1401,79,3650.0,2015,8,28,15,57,True,168,0,False
A708631,17,2015-08-03 11:33:00,5,13,1,1023,43,120.0,2015,8,3,11,33,True,124,0,False
A702953,0,2015-05-27 13:03:00,1,0,1,1023,6,60.0,2015,5,27,13,3,True,124,0,True
A689909,479,2014-10-19 12:52:00,1,0,0,775,251,120.0,2014,10,19,12,52,True,80,0,False
A697015,427,2015-02-25 15:44:00,1,0,1,1188,43,365.0,2015,2,25,15,44,True,137,0,False
A717881,0,2015-12-22 11:59:00,4,0,1,689,99,60.0,2015,12,22,11,59,True,72,0,True
A670972,7928,2014-06-24 18:31:00,4,0,1,1415,43,4015.0,2014,6,24,18,31,True,170,0,False
A702979,3263,2015-07-03 13:04:00,1,7,0,775,6,60.0,2015,7,3,13,4,True,80,0,False
A699111,638,2015-05-23 13:57:00,1,7,0,775,117,60.0,2015,5,23,13,57,True,80,0,False
A704180,7244,2015-12-31 13:32:00,5,13,1,630,183,270.0,2015,12,31,13,32,False,64,99,False
A694448,0,2014-12-29 10:55:00,5,13,0,775,125,21.0,2014,12,29,10,55,True,80,0,True
A718484,7860,2016-01-05 18:13:00,1,0,0,767,359,1825.0,2016,1,5,18,13,True,78,0,False
A680739,6934,2014-08-07 13:38:00,5,13,1,1293,110,730.0,2014,8,7,13,38,True,159,0,False
A677163,510,2014-04-25 11:42:00,4,0,1,689,29,730.0,2014,4,25,11,42,True,72,0,False
A625782,7413,2014-04-22 14:13:00,1,7,1,1023,283,1825.0,2014,4,22,14,13,True,124,0,False
A693561,4278,2014-12-17 18:29:00,4,0,1,841,40,210.0,2014,12,17,18,29,True,98,0,False
A648775,1787,2014-11-25 14:02:00,5,13,0,775,156,365.0,2014,11,25,14,2,True,80,0,False
A666790,2506,2013-12-20 18:31:00,1,7,0,775,70,60.0,2013,12,20,18,31,True,80,0,False
A697639,4586,2015-03-01 14:43:00,1,0,0,775,43,365.0,2015,3,1,14,43,True,80,0,False
A711696,442,2015-09-11 18:14:00,4,0,1,208,346,1095.0,2015,9,11,18,14,True,22,0,False
A677036,569,2014-04-24 17:25:00,1,0,1,1188,6,330.0,2014,4,24,17,25,True,137,0,False
A698511,1390,2015-03-13 14:13:00,4,0,1,553,391,1095.0,2015,3,13,14,13,True,61,0,False
A691793,1176,2014-12-17 16:48:00,4,0,1,865,294,1460.0,2014,12,17,16,48,False,98,70,False
A585692,2945,2014-12-04 16:38:00,1,0,1,1023,6,1825.0,2014,12,4,16,38,True,124,0,False
A680242,1848,2014-06-19 19:09:00,5,15,0,775,117,730.0,2014,6,19,19,9,True,80,0,False
A681351,1074,2014-06-15 13:36:00,5,13,1,1293,146,120.0,2014,6,15,13,36,True,159,0,False
A675362,0,2014-03-29 19:29:00,5,13,1,1023,183,60.0,2014,3,29,19,29,True,124,0,True
A680006,3030,2014-06-02 14:04:00,5,13,0,767,46,30.0,2014,6,2,14,4,True,78,0,False
A676013,5364,2014-04-18 14:09:00,1,0,0,775,184,3285.0,2014,4,18,14,9,True,80,0,False
A704996,4471,2015-06-30 14:52:00,5,13,0,775,117,30.0,2015,6,30,14,52,True,80,0,False
A670637,0,2014-01-13 17:15:00,5,15,0,767,301,365.0,2014,1,13,17,15,True,78,0,True
A680143,0,2014-05-31 11:21:00,5,13,1,1023,43,2.0,2014,5,31,11,21,True,124,0,True
A687738,0,2014-09-10 09:00:00,5,15,0,1139,335,730.0,2014,9,10,9,0,True,132,0,True
A710322,4026,2015-10-09 15:26:00,5,13,0,775,117,2555.0,2015,10,9,15,26,True,80,0,False
A687496,0,2014-09-05 15:16:00,5,13,0,775,43,3.0,2014,9,5,15,16,True,80,0,True
A684655,283,2014-07-28 16:32:00,1,0,0,775,389,60.0,2014,7,28,16,32,True,80,0,False
A695574,4864,2015-01-21 17:34:00,4,0,1,1500,346,1095.0,2015,1,21,17,34,True,183,0,False
A662489,7353,2014-01-22 18:08:00,1,12,0,775,171,150.0,2014,1,22,18,8,True,80,0,False
A676623,7884,2014-05-30 16:57:00,1,7,1,805,43,60.0,2014,5,30,16,57,True,86,0,False
A699973,0,2015-04-09 11:40:00,5,13,1,1198,6,180.0,2015,4,9,11,40,False,137,87,True
A694931,7048,2015-01-11 14:12:00,1,0,1,155,261,2555.0,2015,1,11,14,12,True,17,0,False
A701653,3269,2015-05-31 18:24:00,1,0,1,1293,43,730.0,2015,5,31,18,24,True,159,0,False
A688022,1368,2014-09-16 14:59:00,4,0,1,137,146,240.0,2014,9,16,14,59,True,16,0,False
A664068,0,2013-10-09 13:14:00,5,13,0,775,368,90.0,2013,10,9,13,14,True,80,0,True
A688136,3357,2014-12-06 13:39:00,1,0,1,1293,370,1460.0,2014,12,6,13,39,True,159,0,False
A669723,1436,2013-12-31 15:27:00,5,13,0,775,156,300.0,2013,12,31,15,27,True,80,0,False
A678021,0,2014-05-02 18:19:00,5,13,0,775,117,14.0,2014,5,2,18,19,True,80,0,True
A666518,0,2013-11-07 12:53:00,5,13,1,54,146,90.0,2013,11,7,12,53,True,10,0,True
A666328,0,2013-11-10 18:33:00,1,0,0,775,117,60.0,2013,11,10,18,33,True,80,0,True
A621641,5892,2014-06-14 11:54:00,4,0,1,535,6,730.0,2014,6,14,11,54,True,60,0,False
A672987,0,2014-02-18 19:14:00,5,13,0,1515,241,21.0,2014,2,18,19,14,True,184,0,True
A695433,0,2015-01-16 09:00:00,5,15,0,775,43,365.0,2015,1,16,9,0,True,80,0,True
A717159,850,2016-01-10 14:53:00,1,0,0,775,43,365.0,2016,1,10,14,53,True,80,0,False
A700815,0,2015-04-20 13:54:00,3,16,0,767,43,730.0,2015,4,20,13,54,True,78,0,True
A686398,0,2014-08-21 15:37:00,5,13,1,1338,30,30.0,2014,8,21,15,37,True,161,0,True
A689342,2945,2014-10-08 18:05:00,3,16,1,1023,6,365.0,2014,10,8,18,5,True,124,0,False
A710024,0,2015-08-20 18:35:00,1,0,1,1629,204,60.0,2015,8,20,18,35,False,212,99,True
A720701,0,2016-02-16 10:16:00,5,15,0,775,76,0.0,2016,2,16,10,16,True,80,0,True
A515347,6753,2015-10-06 11:18:00,4,0,1,1263,359,5110.0,2015,10,6,11,18,True,154,0,False
A709416,6360,2015-08-27 15:47:00,1,0,0,775,76,1095.0,2015,8,27,15,47,True,80,0,False
A713264,3739,2015-10-06 15:30:00,4,0,1,1450,29,210.0,2015,10,6,15,30,False,173,0,False
A677301,0,2014-04-23 13:42:00,3,16,0,772,246,1460.0,2014,4,23,13,42,True,79,0,True
A663841,1944,2013-10-21 17:01:00,1,0,0,775,157,1825.0,2013,10,21,17,1,True,80,0,False
A677481,0,2014-04-27 12:25:00,5,13,0,775,6,28.0,2014,4,27,12,25,True,80,0,True
A693174,6339,2014-12-28 18:24:00,1,0,0,775,334,90.0,2014,12,28,18,24,True,80,0,False
A690384,0,2014-10-19 17:40:00,5,13,0,775,251,14.0,2014,10,19,17,40,True,80,0,True
A698961,7674,2015-06-02 09:59:00,1,7,0,775,246,730.0,2015,6,2,9,59,True,80,0,False
A682447,0,2014-06-28 12:14:00,3,16,0,775,156,90.0,2014,6,28,12,14,True,80,0,True
A668474,0,2013-12-04 14:38:00,5,13,0,775,185,730.0,2013,12,4,14,38,True,80,0,True
A699902,7690,2015-07-19 15:56:00,1,0,0,772,251,1095.0,2015,7,19,15,56,True,79,0,False
A687870,4253,2014-09-15 18:36:00,4,0,1,201,182,730.0,2014,9,15,18,36,False,21,60,False
A668441,0,2013-12-05 15:26:00,3,1,1,1023,327,210.0,2013,12,5,15,26,True,124,0,True
A672599,4354,2014-02-19 18:31:00,1,0,1,1622,283,180.0,2014,2,19,18,31,False,211,69,False
A689813,5424,2014-10-24 14:45:00,5,13,0,767,359,4380.0,2014,10,24,14,45,True,78,0,False
A671743,1867,2014-01-30 16:58:00,4,0,1,1293,146,60.0,2014,1,30,16,58,True,159,0,False
A682592,4335,2014-07-12 15:14:00,1,0,0,775,156,60.0,2014,7,12,15,14,True,80,0,False
A704830,0,2015-09-01 14:12:00,1,0,0,775,373,90.0,2015,9,1,14,12,True,80,0,True
A717331,0,2015-12-11 17:41:00,1,0,1,1023,283,120.0,2015,12,11,17,41,True,124,0,True
A664184,0,2013-10-10 18:44:00,2,9,0,775,43,28.0,2013,10,10,18,44,True,80,0,True
A702447,0,2015-05-14 11:57:00,5,13,0,775,97,30.0,2015,5,14,11,57,True,80,0,True
A678128,159,2014-07-13 18:37:00,1,7,0,775,117,90.0,2014,7,13,18,37,True,80,0,False
A720526,2983,2016-02-13 15:43:00,1,0,1,1023,43,30.0,2016,2,13,15,43,True,124,0,False
A692404,1581,2014-11-23 09:09:00,4,0,1,553,43,1825.0,2014,11,23,9,9,True,61,0,False
A710166,4620,2015-11-04 10:37:00,5,13,0,775,125,365.0,2015,11,4,10,37,True,80,0,False
A702494,7432,2015-06-17 13:55:00,5,13,1,1023,257,2555.0,2015,6,17,13,55,True,124,0,False
A718102,5672,2016-01-02 18:10:00,1,0,0,775,117,180.0,2016,1,2,18,10,True,80,0,False
A710027,1017,2015-08-21 15:18:00,1,0,1,1073,43,60.0,2015,8,21,15,18,False,124,99,False
A686372,7153,2014-08-26 18:52:00,1,0,1,1568,396,365.0,2014,8,26,18,52,True,196,0,False
A678470,0,2014-05-10 12:43:00,5,15,0,775,6,210.0,2014,5,10,12,43,True,80,0,True
A664378,5950,2013-10-06 12:01:00,4,0,1,603,99,730.0,2013,10,6,12,1,False,63,0,False
A716840,979,2015-11-27 12:31:00,4,0,1,306,40,365.0,2015,11,27,12,31,False,39,0,False
A694195,6449,2015-05-10 16:28:00,1,0,1,553,361,365.0,2015,5,10,16,28,True,61,0,False
A689097,0,2014-10-04 19:15:00,1,0,0,775,335,60.0,2014,10,4,19,15,True,80,0,True
A687721,4746,2014-09-13 18:06:00,1,0,1,674,311,60.0,2014,9,13,18,6,True,71,0,False
A683436,4082,2015-08-22 12:15:00,1,0,0,775,156,1825.0,2015,8,22,12,15,True,80,0,False
A701911,5806,2015-05-15 11:37:00,5,13,1,922,359,150.0,2015,5,15,11,37,True,104,0,False
A699653,2983,2015-04-04 17:57:00,1,0,1,224,370,365.0,2015,4,4,17,57,False,22,48,False
A712602,7917,2015-10-15 15:22:00,5,13,1,604,327,365.0,2015,10,15,15,22,True,63,0,False
A707097,4085,2015-07-10 08:03:00,3,14,0,775,398,365.0,2015,7,10,8,3,True,80,0,False
A706609,2828,2015-07-29 18:30:00,5,13,1,155,270,60.0,2015,7,29,18,30,True,17,0,False
A632706,1273,2015-04-26 11:29:00,4,0,1,1661,313,1095.0,2015,4,26,11,29,True,219,0,False
A713119,0,2015-10-04 15:03:00,5,13,0,775,130,7.0,2015,10,4,15,3,True,80,0,True
A718971,7544,2016-01-10 15:14:00,4,0,1,1661,346,4745.0,2016,1,10,15,14,True,219,0,False
A705830,0,2015-06-21 18:03:00,3,16,0,772,43,730.0,2015,6,21,18,3,True,79,0,True
A687916,5079,2014-10-25 17:37:00,1,0,1,40,370,730.0,2014,10,25,17,37,False,7,80,False
A712617,4048,2015-10-11 18:22:00,1,0,1,553,6,4380.0,2015,10,11,18,22,True,61,0,False
A675363,0,2014-03-29 19:28:00,5,13,1,1023,183,60.0,2014,3,29,19,28,True,124,0,True
A689974,345,2014-10-13 17:04:00,4,0,1,1023,401,90.0,2014,10,13,17,4,True,124,0,False
A704627,3415,2015-07-08 09:01:00,1,7,0,772,365,60.0,2015,7,8,9,1,True,79,0,False
A682178,0,2014-06-27 11:15:00,4,0,1,532,167,2190.0,2014,6,27,11,15,True,59,0,True
A705741,0,2015-06-20 17:43:00,5,13,0,775,330,14.0,2015,6,20,17,43,True,80,0,True
A708389,0,2015-08-04 18:38:00,1,0,1,1041,43,180.0,2015,8,4,18,38,False,124,24,True
A697600,0,2015-02-27 14:34:00,5,13,0,767,246,60.0,2015,2,27,14,34,True,78,0,True
A698644,1909,2015-04-13 15:02:00,5,13,1,86,270,240.0,2015,4,13,15,2,False,13,107,False
A712354,5501,2015-09-30 14:03:00,1,0,1,841,359,365.0,2015,9,30,14,3,True,98,0,False
A702302,4082,2015-05-13 15:38:00,4,0,1,569,396,730.0,2015,5,13,15,38,False,61,48,False
A684030,3149,2014-08-30 16:15:00,1,7,0,772,246,60.0,2014,8,30,16,15,True,79,0,False
A693863,7369,2014-12-28 13:30:00,1,0,1,1023,6,300.0,2014,12,28,13,30,True,124,0,False
A634147,7523,2014-12-13 13:30:00,4,0,1,686,257,1095.0,2014,12,13,13,30,True,70,0,False
A689553,1651,2014-10-10 17:10:00,1,0,1,1272,295,730.0,2014,10,10,17,10,False,155,0,False
A718291,7296,2016-01-02 18:37:00,1,0,1,553,396,365.0,2016,1,2,18,37,True,61,0,False
A657903,807,2013-11-29 12:28:00,5,13,1,1639,372,300.0,2013,11,29,12,28,True,216,0,False
A705636,5402,2015-06-19 00:00:00,5,13,1,378,6,180.0,2015,6,19,0,0,True,42,0,False
A681162,0,2014-06-13 15:47:00,5,13,0,775,335,14.0,2014,6,13,15,47,True,80,0,True
A698626,5362,2015-03-31 14:33:00,3,16,0,767,76,4380.0,2015,3,31,14,33,True,78,0,False
A669403,0,2013-12-20 11:00:00,3,16,0,775,330,60.0,2013,12,20,11,0,True,80,0,True
A714321,0,2015-10-22 18:59:00,5,13,0,1515,241,30.0,2015,10,22,18,59,True,184,0,True
A692152,6084,2014-11-19 15:19:00,1,0,0,775,117,2920.0,2014,11,19,15,19,True,80,0,False
A687036,4559,2014-09-01 17:34:00,4,0,1,1023,43,1460.0,2014,9,1,17,34,True,124,0,False
A692020,0,2014-11-25 18:34:00,5,15,0,775,156,210.0,2014,11,25,18,34,True,80,0,True
A699517,4543,2015-04-01 17:30:00,1,0,1,1661,311,730.0,2015,4,1,17,30,True,219,0,False
A684408,1306,2014-07-28 18:30:00,1,0,1,497,327,120.0,2014,7,28,18,30,True,57,0,False
A692836,6076,2014-12-27 18:19:00,1,7,0,767,43,60.0,2014,12,27,18,19,True,78,0,False
A704666,0,2015-06-07 19:44:00,5,13,0,775,246,21.0,2015,6,7,19,44,True,80,0,True
A704623,7488,2015-06-13 15:06:00,1,0,0,775,251,730.0,2015,6,13,15,6,True,80,0,False
A711054,3720,2015-09-03 17:33:00,1,0,1,1132,346,60.0,2015,9,3,17,33,False,131,48,False
A570239,29,2015-05-30 14:45:00,1,0,1,1292,396,2190.0,2015,5,30,14,45,False,159,0,False
A678047,21,2014-07-16 15:54:00,3,11,1,53,99,1825.0,2014,7,16,15,54,False,10,0,False
A710518,368,2015-08-30 17:31:00,1,0,1,91,53,730.0,2015,8,30,17,31,True,15,0,False
A695258,0,2015-01-13 09:00:00,5,15,0,775,361,365.0,2015,1,13,9,0,True,80,0,True
A694178,2945,2014-12-28 13:24:00,5,13,1,338,43,120.0,2014,12,28,13,24,False,39,104,False
A710470,2406,2015-09-19 15:29:00,1,0,1,1004,370,730.0,2015,9,19,15,29,False,117,101,False
A665560,974,2013-11-01 17:00:00,1,0,1,553,283,365.0,2013,11,1,17,0,True,61,0,False
A694406,6896,2015-01-01 18:35:00,4,0,1,1293,43,1460.0,2015,1,1,18,35,True,159,0,False
A684681,0,2014-07-27 13:00:00,5,13,0,775,251,7.0,2014,7,27,13,0,True,80,0,True
A719499,7591,2016-01-27 13:40:00,5,13,0,775,335,90.0,2016,1,27,13,40,True,80,0,False
A664659,3757,2013-10-12 17:56:00,1,0,1,535,99,365.0,2013,10,12,17,56,True,60,0,False
A673581,1837,2014-03-02 17:05:00,4,0,1,307,346,270.0,2014,3,2,17,5,True,39,0,False
A698601,0,2015-03-15 09:00:00,5,15,0,772,125,730.0,2015,3,15,9,0,True,79,0,True
A679665,0,2014-06-17 13:21:00,5,13,1,841,29,30.0,2014,6,17,13,21,True,98,0,True
A681145,2382,2016-01-28 08:39:00,1,7,1,497,53,4015.0,2016,1,28,8,39,True,57,0,False
A698312,4269,2015-03-29 17:44:00,1,0,0,774,46,330.0,2015,3,29,17,44,False,80,0,False
A715361,0,2015-11-13 17:49:00,1,0,0,775,117,60.0,2015,11,13,17,49,True,80,0,True
A714224,3097,2015-11-15 14:54:00,1,0,1,100,78,2190.0,2015,11,15,14,54,False,15,16,False
A717054,510,2015-12-28 00:00:00,5,13,0,961,296,730.0,2015,12,28,0,0,True,110,0,False
A673602,0,2014-03-01 13:58:00,5,15,0,775,184,365.0,2014,3,1,13,58,True,80,0,True
A703799,7006,2015-09-25 09:55:00,1,7,0,775,330,120.0,2015,9,25,9,55,True,80,0,False
A608937,5016,2014-09-05 11:07:00,4,0,1,1293,110,1095.0,2014,9,5,11,7,True,159,0,False
A681796,0,2014-06-26 15:15:00,5,13,1,91,262,730.0,2014,6,26,15,15,True,15,0,True
A705579,522,2015-07-16 17:23:00,1,0,0,775,70,90.0,2015,7,16,17,23,True,80,0,False
A703165,0,2015-07-19 19:30:00,1,7,0,775,117,90.0,2015,7,19,19,30,True,80,0,True
A706461,6880,2015-09-27 12:16:00,1,0,1,1293,99,730.0,2015,9,27,12,16,True,159,0,False
A699554,1948,2015-04-01 13:31:00,5,13,1,1095,230,730.0,2015,4,1,13,31,True,127,0,False
A704592,2075,2015-06-14 19:00:00,1,0,1,1293,97,730.0,2015,6,14,19,0,True,159,0,False
A703482,3084,2015-05-28 17:56:00,4,0,1,208,391,730.0,2015,5,28,17,56,True,22,0,False
A677048,0,2014-04-19 17:32:00,5,15,0,775,6,180.0,2014,4,19,17,32,True,80,0,True
A663987,2021,2013-10-03 17:45:00,1,0,1,1293,46,300.0,2013,10,3,17,45,True,159,0,False
A692468,7375,2014-11-30 12:15:00,5,13,1,569,146,1095.0,2014,11,30,12,15,False,61,48,False
A687302,6279,2014-09-09 09:53:00,3,1,1,90,40,1095.0,2014,9,9,9,53,False,15,0,False
A683077,3503,2014-07-11 15:35:00,5,13,0,775,359,60.0,2014,7,11,15,35,True,80,0,False
A700995,7913,2015-04-22 14:15:00,4,0,1,922,375,730.0,2015,4,22,14,15,True,104,0,False
A690004,0,2014-10-13 09:00:00,5,15,0,775,13,365.0,2014,10,13,9,0,True,80,0,True
A664069,0,2013-10-05 16:57:00,1,0,0,775,365,60.0,2013,10,5,16,57,True,80,0,True
A694073,5058,2014-12-21 18:02:00,4,0,1,889,257,365.0,2014,12,21,18,2,True,102,0,False
A691465,6124,2015-02-16 12:33:00,1,0,0,775,6,365.0,2015,2,16,12,33,True,80,0,False
A688208,732,2014-09-23 12:43:00,5,13,0,775,125,30.0,2014,9,23,12,43,True,80,0,False
A694346,2448,2014-12-30 17:37:00,1,0,1,750,180,60.0,2014,12,30,17,37,True,75,0,False
A683548,1885,2014-07-29 19:08:00,1,0,0,775,6,2920.0,2014,7,29,19,8,True,80,0,False
A719880,0,2016-02-02 19:16:00,5,15,0,775,125,365.0,2016,2,2,19,16,True,80,0,True
A714040,4496,2015-10-22 18:24:00,5,13,1,553,346,730.0,2015,10,22,18,24,True,61,0,False
A684975,2945,2014-08-16 10:15:00,3,1,1,858,128,2190.0,2014,8,16,10,15,False,98,44,False
A701236,3254,2015-05-10 14:34:00,5,13,1,1293,43,365.0,2015,5,10,14,34,True,159,0,False
A696682,460,2015-02-10 13:14:00,4,0,1,1023,29,730.0,2015,2,10,13,14,True,124,0,False
A699901,4085,2015-04-06 11:07:00,4,0,1,553,375,730.0,2015,4,6,11,7,True,61,0,False
A707508,2653,2015-07-16 17:46:00,4,0,1,112,396,730.0,2015,7,16,17,46,False,15,44,False
A680182,886,2014-06-03 14:41:00,5,13,0,775,117,30.0,2014,6,3,14,41,True,80,0,False
A686899,0,2014-09-01 16:23:00,5,13,1,32,359,60.0,2014,9,1,16,23,True,7,0,True
A662863,3888,2013-10-28 14:59:00,5,13,0,775,43,2920.0,2013,10,28,14,59,True,80,0,False
A672241,6703,2014-03-15 15:55:00,5,13,1,760,359,330.0,2014,3,15,15,55,True,76,0,False
A691692,7941,2014-11-08 11:28:00,4,0,1,1293,327,1460.0,2014,11,8,11,28,True,159,0,False
A693751,0,2014-12-15 09:00:00,5,15,0,775,97,730.0,2014,12,15,9,0,True,80,0,True
A684426,4281,2014-07-27 17:00:00,1,0,1,194,361,730.0,2014,7,27,17,0,True,21,0,False
A679650,0,2014-05-24 14:05:00,5,13,1,553,359,30.0,2014,5,24,14,5,True,61,0,True
A703426,4007,2015-08-25 08:38:00,1,7,0,775,117,120.0,2015,8,25,8,38,True,80,0,False
A671374,0,2014-01-24 14:29:00,5,15,0,775,6,150.0,2014,1,24,14,29,True,80,0,True
A713700,0,2015-10-11 14:18:00,3,16,0,775,43,365.0,2015,10,11,14,18,True,80,0,True
A650908,3303,2014-07-17 14:47:00,1,7,1,409,140,365.0,2014,7,17,14,47,False,42,107,False
A669060,0,2013-12-16 14:37:00,5,15,0,775,117,730.0,2013,12,16,14,37,True,80,0,True
A686639,5555,2014-09-12 12:06:00,4,0,0,775,330,4745.0,2014,9,12,12,6,True,80,0,False
A674126,4663,2014-03-16 15:14:00,5,13,1,686,40,365.0,2014,3,16,15,14,True,70,0,False
A708148,920,2015-08-11 16:45:00,1,0,1,841,29,730.0,2015,8,11,16,45,True,98,0,False
A664921,5741,2013-11-15 15:21:00,5,13,1,1023,43,150.0,2013,11,15,15,21,True,124,0,False
A667383,5319,2013-11-23 15:09:00,1,0,1,1293,396,60.0,2013,11,23,15,9,True,159,0,False
A674047,5364,2014-03-10 18:51:00,1,0,1,841,128,60.0,2014,3,10,18,51,True,98,0,False
A666894,62,2013-12-16 12:16:00,1,0,0,775,125,60.0,2013,12,16,12,16,True,80,0,False
A687460,6713,2015-06-23 17:43:00,1,0,1,1074,100,365.0,2015,6,23,17,43,False,124,100,False
A677908,5944,2014-05-08 13:56:00,5,15,0,775,156,210.0,2014,5,8,13,56,True,80,0,False
A687558,0,2014-09-29 18:15:00,2,9,0,775,117,60.0,2014,9,29,18,15,True,80,0,True
A668416,6175,2013-12-11 18:56:00,1,0,1,1023,396,730.0,2013,12,11,18,56,True,124,0,False
A714864,3720,2015-11-18 19:30:00,1,0,0,775,125,90.0,2015,11,18,19,30,True,80,0,False
A711005,1360,2015-09-03 18:09:00,1,0,1,535,128,365.0,2015,9,3,18,9,True,60,0,False
A679200,1739,2014-05-27 17:16:00,1,0,1,248,146,365.0,2014,5,27,17,16,True,26,0,False
A719633,0,2016-01-30 18:54:00,5,15,0,775,117,365.0,2016,1,30,18,54,True,80,0,True
A673174,4722,2014-03-03 17:42:00,1,0,1,787,371,2190.0,2014,3,3,17,42,False,82,0,False
A629737,7559,2015-12-17 15:37:00,1,7,0,775,117,1095.0,2015,12,17,15,37,True,80,0,False
A668737,2945,2014-11-15 13:53:00,1,0,1,980,146,365.0,2014,11,15,13,53,True,117,0,False
A709136,7383,2015-10-21 13:34:00,5,13,0,775,6,90.0,2015,10,21,13,34,True,80,0,False
A709588,2184,2015-11-19 17:40:00,4,0,1,648,99,3285.0,2015,11,19,17,40,True,66,0,False
A702662,5756,2015-07-18 20:16:00,1,7,0,775,330,60.0,2015,7,18,20,16,True,80,0,False
A712630,1624,2015-09-29 18:34:00,1,0,1,959,136,730.0,2015,9,29,18,34,True,109,0,False
A716510,541,2015-11-23 18:10:00,4,0,1,1293,257,730.0,2015,11,23,18,10,True,159,0,False
A312005,2951,2014-10-18 16:32:00,1,0,0,1515,231,4745.0,2014,10,18,16,32,True,184,0,False
A685543,3556,2014-08-14 18:57:00,1,0,0,775,117,60.0,2014,8,14,18,57,True,80,0,False
A684341,240,2014-07-23 14:35:00,5,13,0,1545,296,28.0,2014,7,23,14,35,True,189,0,False
A607134,1614,2015-01-08 11:42:00,4,0,1,553,99,1825.0,2015,1,8,11,42,True,61,0,False
A671649,1497,2014-05-18 14:58:00,1,0,1,1023,6,365.0,2014,5,18,14,58,True,124,0,False
A656477,837,2014-03-27 14:03:00,3,4,1,1451,180,1460.0,2014,3,27,14,3,True,173,0,False
A689697,6049,2014-12-04 17:21:00,5,13,1,1073,43,270.0,2014,12,4,17,21,False,124,99,False
A673654,3406,2014-03-26 15:51:00,1,0,1,553,370,365.0,2014,3,26,15,51,True,61,0,False
A699945,1787,2015-04-08 17:02:00,1,0,1,1165,359,730.0,2015,4,8,17,2,True,136,0,False
